text,label,channel,language,source
"Example Pay security notice: Do not approve collect requests from unknown people or merchants.",legitimate,sms,en,team_reviewed
"Your monthly electricity bill is available in the official utility application. Pay only through the approved payment portal.",legitimate,sms,en,team_reviewed
"Your water-bill receipt can be downloaded from the official utility website.",legitimate,sms,en,team_reviewed
"Test Telecom reminder: Your monthly bill is ready. View or pay it through the official Test Telecom application.",legitimate,sms,en,team_reviewed
"Your Test Telecom recharge was successful. Check your plan details in the official mobile app.",legitimate,sms,en,team_reviewed
"Test Telecom security advice: Never share an OTP or SIM-verification code with anyone.",legitimate,sms,en,team_reviewed
"Your service request has been registered. Follow updates through the official Test Telecom support page.",legitimate,sms,en,team_reviewed
"Demo College notice: Your examination timetable is available through the official student portal.",legitimate,email,en,team_reviewed
"Demo College reminder: Semester-fee receipts are available after payment through the official student portal.",legitimate,email,en,team_reviewed
"Your scholarship application status can be checked through the official Demo College scholarship page.",legitimate,email,en,team_reviewed
"Demo College security notice: The college will not ask students to send OTPs or UPI PINs through messages.",legitimate,email,en,team_reviewed
"Your course-registration request has been received. Review the status in the official student portal.",legitimate,email,en,team_reviewed
"Your library membership is renewed. View due dates through the official Demo College portal.",legitimate,email,en,team_reviewed
"Your clinic appointment is confirmed for tomorrow at 3 PM. Contact the clinic using the number listed on its official website for changes.",legitimate,sms,en,team_reviewed
"Your diagnostic report is ready. Access it using the official clinic application.",legitimate,sms,en,team_reviewed
"Your insurance policy renewal reminder is available in the official customer portal.",legitimate,email,en,team_reviewed
"Your municipal-service payment receipt is available through the official citizen-services portal.",legitimate,sms,en,team_reviewed
"Security awareness message: Do not share passwords, PINs, OTPs, or recovery codes with anyone claiming to help you.",legitimate,sms,en,team_reviewed
"Online safety reminder: Use a separately found official website or app when you need customer support.",legitimate,sms,en,team_reviewed
"Example Bank safety message: If someone asks you to install a screen-sharing app for banking support, end the call and contact the bank through the official app.",legitimate,sms,en,team_reviewed
"Demo College digital-safety message: Verify scholarship notices through the official student portal before making any payment.",legitimate,email,en,team_reviewed
"Sample Courier safety message: We do not ask customers to share OTPs or payment PINs for delivery confirmation.",legitimate,sms,en,team_reviewed
"Test Telecom safety notice: Never install an unknown support app after receiving an unsolicited call.",legitimate,sms,en,team_reviewed
"ನಿಮ್ಮ ಬ್ಯಾಂಕ್ ಸ್ಟೇಟ್ಮೆಂಟ್ ಅಧಿಕೃತ Example Bank ಅಪ್ಲಿಕೇಶನ್‌ನಲ್ಲಿ ಲಭ್ಯವಿದೆ. OTP ಅನ್ನು ಯಾರೊಂದಿಗೂ ಹಂಚಿಕೊಳ್ಳಬೇಡಿ.",legitimate,sms,kn,team_reviewed
"UPI ಸುರಕ್ಷತಾ ಸೂಚನೆ: ಪಾವತಿ ಮಾಡುವ ಮೊದಲು ವ್ಯಾಪಾರಿಯ ಹೆಸರು ಮತ್ತು ಮೊತ್ತವನ್ನು ಪರಿಶೀಲಿಸಿ.",legitimate,sms,kn,team_reviewed
"ನಿಮ್ಮ Demo College ಪರೀಕ್ಷಾ ವೇಳಾಪಟ್ಟಿ ಅಧಿಕೃತ ವಿದ್ಯಾರ್ಥಿ ಪೋರ್ಟಲ್‌ನಲ್ಲಿ ಲಭ್ಯವಿದೆ.",legitimate,email,kn,team_reviewed
"ನಿಮ್ಮ Sample Courier ಪಾರ್ಸೆಲ್ ಸಾಗಣೆಯಲ್ಲಿದೆ. ಅಧಿಕೃತ ಅಪ್ಲಿಕೇಶನ್‌ನಲ್ಲಿ ಟ್ರ್ಯಾಕಿಂಗ್ ವಿವರಗಳನ್ನು ಪರಿಶೀಲಿಸಿ.",legitimate,sms,kn,team_reviewed
"Aapka Example Bank statement official app mein available hai. OTP ya PIN kisi ke saath share mat kijiye.",legitimate,sms,hinglish,team_reviewed
"UPI safety reminder: Kisi unknown collect request ko approve mat kijiye. Merchant name aur amount check kijiye.",legitimate,sms,hinglish,team_reviewed
"Demo College notice: Scholarship status official student portal par check kijiye. Message ke payment link par trust mat kijiye.",legitimate,email,hinglish,team_reviewed
"Test Telecom reminder: Apna plan aur bill official app mein check kijiye. Kisi caller ko verification code mat batayiye.",legitimate,sms,hinglish,team_reviewed
"Your government-service application was received successfully. Track progress through the official citizen portal.",legitimate,sms,en,team_reviewed
"Your passport appointment reminder is available in the official application portal. Do not share personal documents with unknown callers.",legitimate,sms,en,team_reviewed
